"year","month","day","gwl","ts","time"
1926,9,15,"WA",1926.7481,"1926-9-15 00:00:00"
1926,9,16,"WA",1926.7508,"1926-9-16 00:00:00"
1926,9,17,"HM",1926.7535,"1926-9-17 00:00:00"
1926,9,18,"HM",1926.7563,"1926-9-18 00:00:00"
1926,9,19,"HM",1926.759,"1926-9-19 00:00:00"
1926,9,20,"HM",1926.7618,"1926-9-20 00:00:00"
1926,9,21,"HM",1926.7645,"1926-9-21 00:00:00"
1926,9,22,"HM",1926.7672,"1926-9-22 00:00:00"
1926,9,23,"HM",1926.77,"1926-9-23 00:00:00"
1926,9,24,"HM",1926.7727,"1926-9-24 00:00:00"
1926,9,25,"TM",1926.7755,"1926-9-25 00:00:00"
1926,9,26,"TM",1926.7782,"1926-9-26 00:00:00"
1926,9,27,"TM",1926.7809,"1926-9-27 00:00:00"
1926,9,28,"HM",1926.7837,"1926-9-28 00:00:00"
1926,9,29,"HM",1926.7864,"1926-9-29 00:00:00"
1926,9,30,"HM",1926.7892,"1926-9-30 00:00:00"
1926,10,1,"HM",1926.793,"1926-10-1 00:00:00"
1926,10,2,"HM",1926.7958,"1926-10-2 00:00:00"
1926,10,3,"HM",1926.7985,"1926-10-3 00:00:00"
1926,10,4,"HM",1926.8013,"1926-10-4 00:00:00"
1926,10,5,"HM",1926.804,"1926-10-5 00:00:00"
1926,10,6,"HM",1926.8067,"1926-10-6 00:00:00"
1926,10,7,"HM",1926.8095,"1926-10-7 00:00:00"
1926,10,8,"WZ",1926.8122,"1926-10-8 00:00:00"
1926,10,9,"WZ",1926.815,"1926-10-9 00:00:00"
1926,10,10,"WZ",1926.8177,"1926-10-10 00:00:00"
1926,10,11,"WZ",1926.8204,"1926-10-11 00:00:00"
1926,10,12,"WZ",1926.8232,"1926-10-12 00:00:00"
1926,10,13,"WZ",1926.8259,"1926-10-13 00:00:00"
1926,10,14,"WZ",1926.8287,"1926-10-14 00:00:00"
1926,10,15,"WZ",1926.8314,"1926-10-15 00:00:00"
1926,10,16,"HNA",1926.8341,"1926-10-16 00:00:00"
1926,10,17,"HNA",1926.8369,"1926-10-17 00:00:00"
1926,10,18,"HNA",1926.8396,"1926-10-18 00:00:00"
1926,10,19,"HNA",1926.8424,"1926-10-19 00:00:00"
1926,10,20,"HNA",1926.8451,"1926-10-20 00:00:00"
1926,10,21,"TM",1926.8478,"1926-10-21 00:00:00"
1926,10,22,"TM",1926.8506,"1926-10-22 00:00:00"
1926,10,23,"TM",1926.8533,"1926-10-23 00:00:00"
1926,10,24,"TM",1926.8561,"1926-10-24 00:00:00"
1926,10,25,"WS",1926.8588,"1926-10-25 00:00:00"
1926,10,26,"WS",1926.8615,"1926-10-26 00:00:00"
1926,10,27,"WS",1926.8643,"1926-10-27 00:00:00"
1926,10,28,"WS",1926.867,"1926-10-28 00:00:00"
1926,10,29,"WS",1926.8697,"1926-10-29 00:00:00"
1926,10,30,"WS",1926.8725,"1926-10-30 00:00:00"
1926,10,31,"WS",1926.8752,"1926-10-31 00:00:00"
1926,11,1,"WS",1926.8764,"1926-11-1 00:00:00"
1926,11,2,"SA",1926.8791,"1926-11-2 00:00:00"
1926,11,3,"SA",1926.8818,"1926-11-3 00:00:00"
1926,11,4,"SA",1926.8846,"1926-11-4 00:00:00"
1926,11,5,"WS",1926.8873,"1926-11-5 00:00:00"
1926,11,6,"WS",1926.8901,"1926-11-6 00:00:00"
1926,11,7,"WS",1926.8928,"1926-11-7 00:00:00"
1926,11,8,"WS",1926.8955,"1926-11-8 00:00:00"
1926,11,9,"WS",1926.8983,"1926-11-9 00:00:00"
1926,11,10,"SA",1926.901,"1926-11-10 00:00:00"
1926,11,11,"SA",1926.9038,"1926-11-11 00:00:00"
1926,11,12,"SA",1926.9065,"1926-11-12 00:00:00"
1926,11,13,"SA",1926.9092,"1926-11-13 00:00:00"
1926,11,14,"WA",1926.912,"1926-11-14 00:00:00"
1926,11,15,"WA",1926.9147,"1926-11-15 00:00:00"
1926,11,16,"WA",1926.9175,"1926-11-16 00:00:00"
1926,11,17,"WA",1926.9202,"1926-11-17 00:00:00"
1926,11,18,"TB",1926.9229,"1926-11-18 00:00:00"
1926,11,19,"TB",1926.9257,"1926-11-19 00:00:00"
1926,11,20,"TB",1926.9284,"1926-11-20 00:00:00"
1926,11,21,"TB",1926.9312,"1926-11-21 00:00:00"
1926,11,22,"TB",1926.9339,"1926-11-22 00:00:00"
1926,11,23,"TB",1926.9366,"1926-11-23 00:00:00"
1926,11,24,"BM",1926.9394,"1926-11-24 00:00:00"
1926,11,25,"BM",1926.9421,"1926-11-25 00:00:00"
1926,11,26,"BM",1926.9449,"1926-11-26 00:00:00"
1926,11,27,"BM",1926.9476,"1926-11-27 00:00:00"
1926,11,28,"NEZ",1926.9503,"1926-11-28 00:00:00"
1926,11,29,"NEZ",1926.9531,"1926-11-29 00:00:00"
1926,11,30,"NEZ",1926.9558,"1926-11-30 00:00:00"
1926,12,1,"NEZ",1926.9597,"1926-12-1 00:00:00"
1926,12,2,"NEZ",1926.9624,"1926-12-2 00:00:00"
1926,12,3,"NWZ",1926.9652,"1926-12-3 00:00:00"
1926,12,4,"NWZ",1926.9679,"1926-12-4 00:00:00"
1926,12,5,"NWZ",1926.9707,"1926-12-5 00:00:00"
1926,12,6,"BM",1926.9734,"1926-12-6 00:00:00"
1926,12,7,"BM",1926.9761,"1926-12-7 00:00:00"
1926,12,8,"BM",1926.9789,"1926-12-8 00:00:00"
1926,12,9,"BM",1926.9816,"1926-12-9 00:00:00"
1926,12,10,"NWA",1926.9844,"1926-12-10 00:00:00"
1926,12,11,"NWA",1926.9871,"1926-12-11 00:00:00"
1926,12,12,"NWA",1926.9898,"1926-12-12 00:00:00"
1926,12,13,"WA",1926.9926,"1926-12-13 00:00:00"
1926,12,14,"WA",1926.9953,"1926-12-14 00:00:00"
1926,12,15,"WA",1926.9981,"1926-12-15 00:00:00"
1926,12,16,"WA",1927.0008,"1926-12-16 00:00:00"
1926,12,17,"WA",1927.0035,"1926-12-17 00:00:00"
1926,12,18,"NWZ",1927.0063,"1926-12-18 00:00:00"
1926,12,19,"NWZ",1927.009,"1926-12-19 00:00:00"
1926,12,20,"NWZ",1927.0118,"1926-12-20 00:00:00"
1926,12,21,"HNFA",1927.0145,"1926-12-21 00:00:00"
1926,12,22,"HNFA",1927.0172,"1926-12-22 00:00:00"
1926,12,23,"HNFA",1927.02,"1926-12-23 00:00:00"
1926,12,24,"HNFA",1927.0227,"1926-12-24 00:00:00"
1926,12,25,"HNFA",1927.0255,"1926-12-25 00:00:00"
1926,12,26,"HNFA",1927.0282,"1926-12-26 00:00:00"
1926,12,27,"HNFA",1927.0309,"1926-12-27 00:00:00"
1926,12,28,"NWZ",1927.0337,"1926-12-28 00:00:00"
1926,12,29,"NWZ",1927.0364,"1926-12-29 00:00:00"
1926,12,30,"NWZ",1927.0392,"1926-12-30 00:00:00"
1926,12,31,"NWZ",1927.0419,"1926-12-31 00:00:00"
1927,1,1,"NWZ",1927.043,"1927-1-1 00:00:00"
1927,1,2,"NWZ",1927.0458,"1927-1-2 00:00:00"
1927,1,3,"TRM",1927.0485,"1927-1-3 00:00:00"
1927,1,4,"TRM",1927.0513,"1927-1-4 00:00:00"
1927,1,5,"TRM",1927.054,"1927-1-5 00:00:00"
1927,1,6,"TRM",1927.0567,"1927-1-6 00:00:00"
1927,1,7,"TRM",1927.0595,"1927-1-7 00:00:00"
1927,1,8,"TRM",1927.0622,"1927-1-8 00:00:00"
1927,1,9,"NWZ",1927.065,"1927-1-9 00:00:00"
1927,1,10,"NWZ",1927.0677,"1927-1-10 00:00:00"
1927,1,11,"NWZ",1927.0704,"1927-1-11 00:00:00"
1927,1,12,"NWZ",1927.0732,"1927-1-12 00:00:00"
1927,1,13,"TRW",1927.0759,"1927-1-13 00:00:00"
1927,1,14,"TRW",1927.0787,"1927-1-14 00:00:00"
1927,1,15,"TRW",1927.0814,"1927-1-15 00:00:00"
1927,1,16,"TRW",1927.0841,"1927-1-16 00:00:00"
1927,1,17,"TRW",1927.0869,"1927-1-17 00:00:00"
1927,1,18,"TRW",1927.0896,"1927-1-18 00:00:00"
1927,1,19,"SEZ",1927.0924,"1927-1-19 00:00:00"
1927,1,20,"SEZ",1927.0951,"1927-1-20 00:00:00"
1927,1,21,"SEZ",1927.0978,"1927-1-21 00:00:00"
1927,1,22,"SEZ",1927.1006,"1927-1-22 00:00:00"
1927,1,23,"SEZ",1927.1033,"1927-1-23 00:00:00"
1927,1,24,"SWA",1927.1061,"1927-1-24 00:00:00"
1927,1,25,"SWA",1927.1088,"1927-1-25 00:00:00"
1927,1,26,"SWA",1927.1115,"1927-1-26 00:00:00"
1927,1,27,"SWA",1927.1143,"1927-1-27 00:00:00"
1927,1,28,"SWA",1927.117,"1927-1-28 00:00:00"
1927,1,29,"WZ",1927.1197,"1927-1-29 00:00:00"
1927,1,30,"WZ",1927.1225,"1927-1-30 00:00:00"
1927,1,31,"WZ",1927.1252,"1927-1-31 00:00:00"
1927,2,1,"WZ",1927.1264,"1927-2-1 00:00:00"
1927,2,2,"WZ",1927.1291,"1927-2-2 00:00:00"
1927,2,3,"HM",1927.1318,"1927-2-3 00:00:00"
1927,2,4,"HM",1927.1346,"1927-2-4 00:00:00"
1927,2,5,"HM",1927.1373,"1927-2-5 00:00:00"
1927,2,6,"HM",1927.1401,"1927-2-6 00:00:00"
1927,2,7,"HM",1927.1428,"1927-2-7 00:00:00"
1927,2,8,"HM",1927.1455,"1927-2-8 00:00:00"
1927,2,9,"HM",1927.1483,"1927-2-9 00:00:00"
1927,2,10,"HM",1927.151,"1927-2-10 00:00:00"
1927,2,11,"HM",1927.1538,"1927-2-11 00:00:00"
1927,2,12,"HM",1927.1565,"1927-2-12 00:00:00"
1927,2,13,"HM",1927.1592,"1927-2-13 00:00:00"
1927,2,14,"HM",1927.162,"1927-2-14 00:00:00"
1927,2,15,"HM",1927.1647,"1927-2-15 00:00:00"
1927,2,16,"HM",1927.1675,"1927-2-16 00:00:00"
1927,2,17,"NEZ",1927.1702,"1927-2-17 00:00:00"
1927,2,18,"NEZ",1927.1729,"1927-2-18 00:00:00"
1927,2,19,"NEZ",1927.1757,"1927-2-19 00:00:00"
1927,2,20,"SZ",1927.1784,"1927-2-20 00:00:00"
1927,2,21,"SZ",1927.1812,"1927-2-21 00:00:00"
1927,2,22,"SZ",1927.1839,"1927-2-22 00:00:00"
1927,2,23,"SZ",1927.1866,"1927-2-23 00:00:00"
1927,2,24,"SZ",1927.1894,"1927-2-24 00:00:00"
1927,2,25,"SZ",1927.1921,"1927-2-25 00:00:00"
1927,2,26,"TB",1927.1949,"1927-2-26 00:00:00"
1927,2,27,"TB",1927.1976,"1927-2-27 00:00:00"
1927,2,28,"TB",1927.2003,"1927-2-28 00:00:00"
1927,3,1,"WZ",1927.2097,"1927-3-1 00:00:00"
1927,3,2,"WZ",1927.2124,"1927-3-2 00:00:00"
1927,3,3,"WZ",1927.2152,"1927-3-3 00:00:00"
1927,3,4,"WZ",1927.2179,"1927-3-4 00:00:00"
1927,3,5,"WS",1927.2207,"1927-3-5 00:00:00"
1927,3,6,"WS",1927.2234,"1927-3-6 00:00:00"
1927,3,7,"WS",1927.2261,"1927-3-7 00:00:00"
1927,3,8,"WS",1927.2289,"1927-3-8 00:00:00"
1927,3,9,"WS",1927.2316,"1927-3-9 00:00:00"
1927,3,10,"WS",1927.2344,"1927-3-10 00:00:00"
1927,3,11,"U",1927.2371,"1927-3-11 00:00:00"
1927,3,12,"HFZ",1927.2398,"1927-3-12 00:00:00"
1927,3,13,"HFZ",1927.2426,"1927-3-13 00:00:00"
1927,3,14,"HFZ",1927.2453,"1927-3-14 00:00:00"
1927,3,15,"HM",1927.2481,"1927-3-15 00:00:00"
1927,3,16,"HM",1927.2508,"1927-3-16 00:00:00"
1927,3,17,"HM",1927.2535,"1927-3-17 00:00:00"
1927,3,18,"HM",1927.2563,"1927-3-18 00:00:00"
1927,3,19,"HM",1927.259,"1927-3-19 00:00:00"
1927,3,20,"HM",1927.2618,"1927-3-20 00:00:00"
1927,3,21,"HM",1927.2645,"1927-3-21 00:00:00"
1927,3,22,"HM",1927.2672,"1927-3-22 00:00:00"
1927,3,23,"HM",1927.27,"1927-3-23 00:00:00"
1927,3,24,"SEZ",1927.2727,"1927-3-24 00:00:00"
1927,3,25,"SEZ",1927.2755,"1927-3-25 00:00:00"
1927,3,26,"SEZ",1927.2782,"1927-3-26 00:00:00"
1927,3,27,"SEZ",1927.2809,"1927-3-27 00:00:00"
1927,3,28,"SEZ",1927.2837,"1927-3-28 00:00:00"
1927,3,29,"SEZ",1927.2864,"1927-3-29 00:00:00"
1927,3,30,"SEZ",1927.2892,"1927-3-30 00:00:00"
1927,3,31,"SEZ",1927.2919,"1927-3-31 00:00:00"
1927,4,1,"SEZ",1927.293,"1927-4-1 00:00:00"
1927,4,2,"WZ",1927.2958,"1927-4-2 00:00:00"
1927,4,3,"WZ",1927.2985,"1927-4-3 00:00:00"
1927,4,4,"WZ",1927.3013,"1927-4-4 00:00:00"
1927,4,5,"WZ",1927.304,"1927-4-5 00:00:00"
1927,4,6,"WZ",1927.3067,"1927-4-6 00:00:00"
1927,4,7,"WZ",1927.3095,"1927-4-7 00:00:00"
1927,4,8,"TRM",1927.3122,"1927-4-8 00:00:00"
1927,4,9,"TRM",1927.315,"1927-4-9 00:00:00"
1927,4,10,"TRM",1927.3177,"1927-4-10 00:00:00"
1927,4,11,"TRM",1927.3204,"1927-4-11 00:00:00"
1927,4,12,"TRM",1927.3232,"1927-4-12 00:00:00"
1927,4,13,"NWZ",1927.3259,"1927-4-13 00:00:00"
1927,4,14,"NWZ",1927.3287,"1927-4-14 00:00:00"
1927,4,15,"NWZ",1927.3314,"1927-4-15 00:00:00"
1927,4,16,"NWZ",1927.3341,"1927-4-16 00:00:00"
1927,4,17,"NWA",1927.3369,"1927-4-17 00:00:00"
1927,4,18,"NWA",1927.3396,"1927-4-18 00:00:00"
1927,4,19,"NWA",1927.3424,"1927-4-19 00:00:00"
1927,4,20,"NWA",1927.3451,"1927-4-20 00:00:00"
1927,4,21,"NWA",1927.3478,"1927-4-21 00:00:00"
1927,4,22,"NWA",1927.3506,"1927-4-22 00:00:00"
1927,4,23,"NWZ",1927.3533,"1927-4-23 00:00:00"
1927,4,24,"NWZ",1927.3561,"1927-4-24 00:00:00"
1927,4,25,"NWZ",1927.3588,"1927-4-25 00:00:00"
1927,4,26,"NWZ",1927.3615,"1927-4-26 00:00:00"
1927,4,27,"NWZ",1927.3643,"1927-4-27 00:00:00"
1927,4,28,"BM",1927.367,"1927-4-28 00:00:00"
1927,4,29,"BM",1927.3697,"1927-4-29 00:00:00"
1927,4,30,"BM",1927.3725,"1927-4-30 00:00:00"
1927,5,1,"BM",1927.3764,"1927-5-1 00:00:00"
1927,5,2,"SA",1927.3791,"1927-5-2 00:00:00"
1927,5,3,"SA",1927.3818,"1927-5-3 00:00:00"
1927,5,4,"SA",1927.3846,"1927-5-4 00:00:00"
1927,5,5,"HFA",1927.3873,"1927-5-5 00:00:00"
1927,5,6,"HFA",1927.3901,"1927-5-6 00:00:00"
1927,5,7,"HFA",1927.3928,"1927-5-7 00:00:00"
1927,5,8,"HFA",1927.3955,"1927-5-8 00:00:00"
1927,5,9,"NZ",1927.3983,"1927-5-9 00:00:00"
1927,5,10,"NZ",1927.401,"1927-5-10 00:00:00"
1927,5,11,"NZ",1927.4038,"1927-5-11 00:00:00"
1927,5,12,"NZ",1927.4065,"1927-5-12 00:00:00"
1927,5,13,"NZ",1927.4092,"1927-5-13 00:00:00"
1927,5,14,"WZ",1927.412,"1927-5-14 00:00:00"
1927,5,15,"WZ",1927.4147,"1927-5-15 00:00:00"
1927,5,16,"WZ",1927.4175,"1927-5-16 00:00:00"
1927,5,17,"WZ",1927.4202,"1927-5-17 00:00:00"
1927,5,18,"BM",1927.4229,"1927-5-18 00:00:00"
1927,5,19,"BM",1927.4257,"1927-5-19 00:00:00"
1927,5,20,"BM",1927.4284,"1927-5-20 00:00:00"
1927,5,21,"TRM",1927.4312,"1927-5-21 00:00:00"
1927,5,22,"TRM",1927.4339,"1927-5-22 00:00:00"
1927,5,23,"TRM",1927.4366,"1927-5-23 00:00:00"
1927,5,24,"NZ",1927.4394,"1927-5-24 00:00:00"
1927,5,25,"NZ",1927.4421,"1927-5-25 00:00:00"
1927,5,26,"NZ",1927.4449,"1927-5-26 00:00:00"
1927,5,27,"NZ",1927.4476,"1927-5-27 00:00:00"
1927,5,28,"NZ",1927.4503,"1927-5-28 00:00:00"
1927,5,29,"HNZ",1927.4531,"1927-5-29 00:00:00"
1927,5,30,"HNZ",1927.4558,"1927-5-30 00:00:00"
1927,5,31,"HNZ",1927.4586,"1927-5-31 00:00:00"
1927,6,1,"TRW",1927.4597,"1927-6-1 00:00:00"
1927,6,2,"TRW",1927.4624,"1927-6-2 00:00:00"
1927,6,3,"TRW",1927.4652,"1927-6-3 00:00:00"
1927,6,4,"NWZ",1927.4679,"1927-6-4 00:00:00"
1927,6,5,"NWZ",1927.4707,"1927-6-5 00:00:00"
1927,6,6,"NWZ",1927.4734,"1927-6-6 00:00:00"
1927,6,7,"NWZ",1927.4761,"1927-6-7 00:00:00"
1927,6,8,"NWZ",1927.4789,"1927-6-8 00:00:00"
1927,6,9,"NWA",1927.4816,"1927-6-9 00:00:00"
1927,6,10,"NWA",1927.4844,"1927-6-10 00:00:00"
1927,6,11,"NWA",1927.4871,"1927-6-11 00:00:00"
1927,6,12,"U",1927.4898,"1927-6-12 00:00:00"
1927,6,13,"HFA",1927.4926,"1927-6-13 00:00:00"
1927,6,14,"HFA",1927.4953,"1927-6-14 00:00:00"
1927,6,15,"HFA",1927.4981,"1927-6-15 00:00:00"
1927,6,16,"HFA",1927.5008,"1927-6-16 00:00:00"
1927,6,17,"WZ",1927.5035,"1927-6-17 00:00:00"
1927,6,18,"WZ",1927.5063,"1927-6-18 00:00:00"
1927,6,19,"WZ",1927.509,"1927-6-19 00:00:00"
1927,6,20,"WZ",1927.5118,"1927-6-20 00:00:00"
1927,6,21,"WZ",1927.5145,"1927-6-21 00:00:00"
1927,6,22,"WZ",1927.5172,"1927-6-22 00:00:00"
1927,6,23,"WZ",1927.52,"1927-6-23 00:00:00"
1927,6,24,"WZ",1927.5227,"1927-6-24 00:00:00"
1927,6,25,"WZ",1927.5255,"1927-6-25 00:00:00"
1927,6,26,"NWZ",1927.5282,"1927-6-26 00:00:00"
1927,6,27,"NWZ",1927.5309,"1927-6-27 00:00:00"
1927,6,28,"NWZ",1927.5337,"1927-6-28 00:00:00"
1927,6,29,"TRW",1927.5364,"1927-6-29 00:00:00"
1927,6,30,"TRW",1927.5392,"1927-6-30 00:00:00"
1927,7,1,"TRW",1927.543,"1927-7-1 00:00:00"
1927,7,2,"TRW",1927.5458,"1927-7-2 00:00:00"
1927,7,3,"TB",1927.5485,"1927-7-3 00:00:00"
1927,7,4,"TB",1927.5513,"1927-7-4 00:00:00"
1927,7,5,"TB",1927.554,"1927-7-5 00:00:00"
1927,7,6,"TB",1927.5567,"1927-7-6 00:00:00"
1927,7,7,"TB",1927.5595,"1927-7-7 00:00:00"
1927,7,8,"TM",1927.5622,"1927-7-8 00:00:00"
1927,7,9,"TM",1927.565,"1927-7-9 00:00:00"
1927,7,10,"TM",1927.5677,"1927-7-10 00:00:00"
1927,7,11,"TM",1927.5704,"1927-7-11 00:00:00"
1927,7,12,"NEZ",1927.5732,"1927-7-12 00:00:00"
1927,7,13,"NEZ",1927.5759,"1927-7-13 00:00:00"
1927,7,14,"NEZ",1927.5787,"1927-7-14 00:00:00"
1927,7,15,"NEZ",1927.5814,"1927-7-15 00:00:00"
1927,7,16,"HNA",1927.5841,"1927-7-16 00:00:00"
1927,7,17,"HNA",1927.5869,"1927-7-17 00:00:00"
1927,7,18,"HNA",1927.5896,"1927-7-18 00:00:00"
1927,7,19,"HNA",1927.5924,"1927-7-19 00:00:00"
1927,7,20,"HNA",1927.5951,"1927-7-20 00:00:00"
1927,7,21,"HNA",1927.5978,"1927-7-21 00:00:00"
1927,7,22,"WZ",1927.6006,"1927-7-22 00:00:00"
1927,7,23,"WZ",1927.6033,"1927-7-23 00:00:00"
1927,7,24,"WZ",1927.6061,"1927-7-24 00:00:00"
1927,7,25,"WZ",1927.6088,"1927-7-25 00:00:00"
1927,7,26,"U",1927.6115,"1927-7-26 00:00:00"
1927,7,27,"WW",1927.6143,"1927-7-27 00:00:00"
1927,7,28,"WW",1927.617,"1927-7-28 00:00:00"
1927,7,29,"WW",1927.6197,"1927-7-29 00:00:00"
1927,7,30,"WW",1927.6225,"1927-7-30 00:00:00"
1927,7,31,"WW",1927.6252,"1927-7-31 00:00:00"
1927,8,1,"WW",1927.6264,"1927-8-1 00:00:00"
1927,8,2,"WW",1927.6291,"1927-8-2 00:00:00"
1927,8,3,"HM",1927.6318,"1927-8-3 00:00:00"
1927,8,4,"HM",1927.6346,"1927-8-4 00:00:00"
1927,8,5,"HM",1927.6373,"1927-8-5 00:00:00"
1927,8,6,"TB",1927.6401,"1927-8-6 00:00:00"
1927,8,7,"TB",1927.6428,"1927-8-7 00:00:00"
1927,8,8,"TB",1927.6455,"1927-8-8 00:00:00"
1927,8,9,"TB",1927.6483,"1927-8-9 00:00:00"
1927,8,10,"TB",1927.651,"1927-8-10 00:00:00"
1927,8,11,"WZ",1927.6538,"1927-8-11 00:00:00"
1927,8,12,"WZ",1927.6565,"1927-8-12 00:00:00"
1927,8,13,"WZ",1927.6592,"1927-8-13 00:00:00"
1927,8,14,"WZ",1927.662,"1927-8-14 00:00:00"
1927,8,15,"WS",1927.6647,"1927-8-15 00:00:00"
1927,8,16,"WS",1927.6675,"1927-8-16 00:00:00"
1927,8,17,"WS",1927.6702,"1927-8-17 00:00:00"
1927,8,18,"WS",1927.6729,"1927-8-18 00:00:00"
1927,8,19,"WS",1927.6757,"1927-8-19 00:00:00"
1927,8,20,"WZ",1927.6784,"1927-8-20 00:00:00"
1927,8,21,"WZ",1927.6812,"1927-8-21 00:00:00"
1927,8,22,"WZ",1927.6839,"1927-8-22 00:00:00"
1927,8,23,"WZ",1927.6866,"1927-8-23 00:00:00"
1927,8,24,"WZ",1927.6894,"1927-8-24 00:00:00"
1927,8,25,"NWA",1927.6921,"1927-8-25 00:00:00"
1927,8,26,"NWA",1927.6949,"1927-8-26 00:00:00"
1927,8,27,"NWA",1927.6976,"1927-8-27 00:00:00"
1927,8,28,"HM",1927.7003,"1927-8-28 00:00:00"
1927,8,29,"HM",1927.7031,"1927-8-29 00:00:00"
1927,8,30,"HM",1927.7058,"1927-8-30 00:00:00"
1927,8,31,"NEA",1927.7086,"1927-8-31 00:00:00"
1927,9,1,"NEA",1927.7097,"1927-9-1 00:00:00"
1927,9,2,"NEA",1927.7124,"1927-9-2 00:00:00"
1927,9,3,"NEA",1927.7152,"1927-9-3 00:00:00"
1927,9,4,"SEA",1927.7179,"1927-9-4 00:00:00"
1927,9,5,"SEA",1927.7207,"1927-9-5 00:00:00"
1927,9,6,"SEA",1927.7234,"1927-9-6 00:00:00"
1927,9,7,"WZ",1927.7261,"1927-9-7 00:00:00"
1927,9,8,"WZ",1927.7289,"1927-9-8 00:00:00"
1927,9,9,"WZ",1927.7316,"1927-9-9 00:00:00"
1927,9,10,"WZ",1927.7344,"1927-9-10 00:00:00"
1927,9,11,"NZ",1927.7371,"1927-9-11 00:00:00"
1927,9,12,"NZ",1927.7398,"1927-9-12 00:00:00"
1927,9,13,"NZ",1927.7426,"1927-9-13 00:00:00"
1927,9,14,"U",1927.7453,"1927-9-14 00:00:00"
1927,9,15,"TRW",1927.7481,"1927-9-15 00:00:00"
1927,9,16,"TRW",1927.7508,"1927-9-16 00:00:00"
1927,9,17,"TRW",1927.7535,"1927-9-17 00:00:00"
1927,9,18,"WS",1927.7563,"1927-9-18 00:00:00"
1927,9,19,"WS",1927.759,"1927-9-19 00:00:00"
1927,9,20,"WS",1927.7618,"1927-9-20 00:00:00"
1927,9,21,"WS",1927.7645,"1927-9-21 00:00:00"
1927,9,22,"WS",1927.7672,"1927-9-22 00:00:00"
1927,9,23,"WS",1927.77,"1927-9-23 00:00:00"
1927,9,24,"WS",1927.7727,"1927-9-24 00:00:00"
1927,9,25,"WS",1927.7755,"1927-9-25 00:00:00"
1927,9,26,"WS",1927.7782,"1927-9-26 00:00:00"
1927,9,27,"BM",1927.7809,"1927-9-27 00:00:00"
1927,9,28,"BM",1927.7837,"1927-9-28 00:00:00"
1927,9,29,"BM",1927.7864,"1927-9-29 00:00:00"
1927,9,30,"BM",1927.7892,"1927-9-30 00:00:00"
1927,10,1,"BM",1927.793,"1927-10-1 00:00:00"
1927,10,2,"BM",1927.7958,"1927-10-2 00:00:00"
1927,10,3,"HB",1927.7985,"1927-10-3 00:00:00"
1927,10,4,"HB",1927.8013,"1927-10-4 00:00:00"
1927,10,5,"HB",1927.804,"1927-10-5 00:00:00"
1927,10,6,"HB",1927.8067,"1927-10-6 00:00:00"
1927,10,7,"HB",1927.8095,"1927-10-7 00:00:00"
1927,10,8,"HB",1927.8122,"1927-10-8 00:00:00"
1927,10,9,"HNA",1927.815,"1927-10-9 00:00:00"
1927,10,10,"HNA",1927.8177,"1927-10-10 00:00:00"
1927,10,11,"HNA",1927.8204,"1927-10-11 00:00:00"
1927,10,12,"HNA",1927.8232,"1927-10-12 00:00:00"
1927,10,13,"HNA",1927.8259,"1927-10-13 00:00:00"
1927,10,14,"U",1927.8287,"1927-10-14 00:00:00"
1927,10,15,"BM",1927.8314,"1927-10-15 00:00:00"
1927,10,16,"BM",1927.8341,"1927-10-16 00:00:00"
1927,10,17,"BM",1927.8369,"1927-10-17 00:00:00"
1927,10,18,"BM",1927.8396,"1927-10-18 00:00:00"
1927,10,19,"WA",1927.8424,"1927-10-19 00:00:00"
1927,10,20,"WA",1927.8451,"1927-10-20 00:00:00"
1927,10,21,"WA",1927.8478,"1927-10-21 00:00:00"
1927,10,22,"WZ",1927.8506,"1927-10-22 00:00:00"
1927,10,23,"WZ",1927.8533,"1927-10-23 00:00:00"
1927,10,24,"WZ",1927.8561,"1927-10-24 00:00:00"
1927,10,25,"WZ",1927.8588,"1927-10-25 00:00:00"
1927,10,26,"WZ",1927.8615,"1927-10-26 00:00:00"
1927,10,27,"WZ",1927.8643,"1927-10-27 00:00:00"
1927,10,28,"WZ",1927.867,"1927-10-28 00:00:00"
1927,10,29,"WZ",1927.8697,"1927-10-29 00:00:00"
1927,10,30,"HM",1927.8725,"1927-10-30 00:00:00"
1927,10,31,"HM",1927.8752,"1927-10-31 00:00:00"
1927,11,1,"HM",1927.8764,"1927-11-1 00:00:00"
1927,11,2,"HM",1927.8791,"1927-11-2 00:00:00"
1927,11,3,"NWZ",1927.8818,"1927-11-3 00:00:00"
1927,11,4,"NWZ",1927.8846,"1927-11-4 00:00:00"
1927,11,5,"NWZ",1927.8873,"1927-11-5 00:00:00"
1927,11,6,"TRM",1927.8901,"1927-11-6 00:00:00"
1927,11,7,"TRM",1927.8928,"1927-11-7 00:00:00"
1927,11,8,"TRM",1927.8955,"1927-11-8 00:00:00"
1927,11,9,"TRM",1927.8983,"1927-11-9 00:00:00"
1927,11,10,"TRM",1927.901,"1927-11-10 00:00:00"
1927,11,11,"TRM",1927.9038,"1927-11-11 00:00:00"
1927,11,12,"TRM",1927.9065,"1927-11-12 00:00:00"
1927,11,13,"NWA",1927.9092,"1927-11-13 00:00:00"
1927,11,14,"NWA",1927.912,"1927-11-14 00:00:00"
1927,11,15,"NWA",1927.9147,"1927-11-15 00:00:00"
1927,11,16,"SEA",1927.9175,"1927-11-16 00:00:00"
